Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Pollution_Level
15,22616,64,2,-0.20107110354971808,Good,-0.11366271906328684,Good,0.5589395164285128,Good,-0.0824843834041793,Moderate,Low
29,22642,20,0,-0.20107110354971808,Good,-0.5407374852386245,Good,-0.3927170060713926,Good,-1.0679708068000504,Good,Low
73,22658,38,0,-0.20107110354971808,Good,-0.18484184675917645,Good,-0.012054397071430436,Good,-0.5569778465207098,Good,Low
152,22672,59,2,-0.20107110354971808,Good,-0.29161053830301087,Good,-0.012054397071430436,Good,-0.17373312631120438,Moderate,Low
58,22675,67,2,-0.20107110354971808,Good,-0.18484184675917645,Good,0.3686082119285317,Good,-0.02773513765996423,Moderate,Low
166,22685,75,2,0.3447730827961149,Good,-0.7898644321742382,Good,2.4622525614283237,Good,0.11826285099127594,Moderate,Low
166,6531,60,2,0.3447730827961149,Good,-0.6119166129345142,Good,3.413909083928229,Good,-0.15548337772979937,Moderate,Low
22,6533,22,0,-0.20107110354971808,Good,-0.7898644321742382,Good,-0.5830483105713736,Good,-0.8489738238231902,Good,Low
44,6572,36,0,-0.20107110354971808,Good,0.028695536328492397,Good,-0.5830483105713736,Good,-0.7942245780789751,Good,Low
166,6600,41,0,-0.20107110354971808,Good,-0.18484184675917645,Good,0.9396021254284749,Good,-0.5022286007764948,Good,Low
58,6642,44,0,-0.20107110354971808,Good,-0.25602097445506605,Good,-0.20238570157141153,Good,-0.4474793550322797,Good,Low
77,6657,29,0,-0.20107110354971808,Good,-0.3272001021509557,Good,-0.3927170060713926,Good,-0.721225583753355,Good,Low
33,6674,168,3,0.8906172691419479,Good,4.726517964257207,Unhealthy,0.3686082119285317,Good,0.5562568169449964,Moderate,High
164,6708,25,0,-0.20107110354971808,Good,-0.3627896659989005,Good,-0.012054397071430436,Good,-0.8307240752417852,Good,Low
58,6753,41,0,-0.20107110354971808,Good,-0.3272001021509557,Good,0.17827690742855065,Good,-0.5022286007764948,Good,Low
58,6774,36,0,-0.7469152898955511,Good,-0.07807315521534203,Good,-0.3927170060713926,Good,-0.5934773436835199,Good,Low
28,6809,59,2,0.3447730827961149,Good,-0.8254539960221831,Good,-0.5830483105713736,Good,-0.17373312631120438,Moderate,Low
143,6811,98,2,-0.7469152898955511,Good,-0.647506176782459,Good,-0.5830483105713736,Good,0.5380070683635914,Moderate,Low
109,6868,35,0,-0.7469152898955511,Good,-0.07807315521534203,Good,-0.20238570157141153,Good,-0.6117270922649248,Good,Low
8,6919,29,0,-0.7469152898955511,Good,-0.22043141060712126,Good,-0.5830483105713736,Good,-1.0132215610558353,Good,Low
58,6927,51,2,-0.20107110354971808,Good,-0.22043141060712126,Good,-0.012054397071430436,Good,-0.31973111496244455,Moderate,Low
